commit_message,date,lines_added,author,repo,week,year,year_week,commits_per_week,sentiment_score,burnout_label
"[XLA:GPU] Move buffers and buffer_uses to CollectiveThunk base class.

This is a first step towards symmetric memory usage for symmetric NCCL kernels.

PiperOrigin-RevId: 903158985",2026-04-21 11:57:49+00:00,91,Levon Ter-Grigoryan,tensorflow/tensorflow,17,2026,2026-17,5,0.0,Low Burnout
"PR #41293: [ROCm] Add cuda-only tags for cuda specific tests

Imported from GitHub PR https://github.com/openxla/xla/pull/41293

📝 Summary of Changes
These are cuda specific tests filtered out because of -no-oss tags. Add cuda-only tags to them

🎯 Justification
It breaks ROCm builds.

🚀 Kind of Contribution: 🐛 Bug Fix, ♻️ Cleanup

Copybara import of the project:

--
0a812b4bd41578b99d2bb735047126c334721f47 by Harsha HS <Harsha.HavanurShamsundara@amd.com>:

[ROCm] Add cuda-only tags for cuda specific tests

Merging this change closes #41293

PiperOrigin-RevId: 903155461",2026-04-21 11:48:34+00:00,2,Harsha H S,tensorflow/tensorflow,17,2026,2026-17,2,0.0,High Burnout
"PR #40202: [XLA:GPU][oneAPI][Bugfix] Fix unused globals for SPIR-V backend

Imported from GitHub PR https://github.com/openxla/xla/pull/40202

This PR fixes issues with the global constant that does not have a user in the same LLVM module. The LLVM SPIR-V backend removes unused globals in the input LLVM IR. As a result, `GpuExecutable` fails to resolve constants by invoking `StreamExecutor::GetSymbol` API.

A lot of tests fail on SYCL platform without this fix. A minimal test that is covered by this PR is `//xla/tests:constants_test`.
Copybara import of the project:

--
76376a2fed17da1fdcca8c3b9e830906ca752c17 by mdfaijul <md.faijul.amin@intel.com>:

Fix unused globals for SPIR-V backend

--
55cae4b32e21968672ef012073bf0e3655ce16fd by Faijul Amin <md.faijul.amin@intel.com>:

Fix merge conflicts

--
711b1126325a1ffaaf16a6e57de93f055018314c by Faijul Amin <md.faijul.amin@intel.com>:

Fix build issue

--
211a6d728b607d69f8006e3f6167cf342d2c5172 by Faijul Amin <md.faijul.amin@intel.com>:

Fix merge conflict

Merging this change closes #40202

PiperOrigin-RevId: 903139721",2026-04-21 11:12:30+00:00,157,Faijul Amin,tensorflow/tensorflow,17,2026,2026-17,1,-0.8225,High Burnout
"[XLA:GPU] Fix duplicate main function in `cudnn_fused_conv_rewriter_test`.

PiperOrigin-RevId: 903133507",2026-04-21 10:58:38+00:00,3,Penporn Koanantakool,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"[XLA:GPU] Remove Split-K from Triton Fusion Analysis and Tiling Propagation

PiperOrigin-RevId: 903130960",2026-04-21 10:52:24+00:00,32,Alexander Lyashuk,tensorflow/tensorflow,17,2026,2026-17,2,0.0,High Burnout
"Drop dependencies on xla::sdy from shardy flattenner.

It is not strictly pure change. It now clones from the func directly instead of the origin. It is behaviorally same, only that the cloned funcs might get different names.

The cloneFuncRecursively is copied and modified (but keeping the behavior for flattener same) from xla::sdy utils. During the move of the shardy flattenner from xla::sdy to mlir::sdy, the shardy flattenner will directly use cloneFuncRecursively of mlir::sdy which will be extended to support setting callOpResultShardings.

PiperOrigin-RevId: 903120795",2026-04-21 10:29:45+00:00,45,Enver Kayaaslan,tensorflow/tensorflow,17,2026,2026-17,3,0.1531,Low Burnout
"When considering warp specialization for Triton dot kernels, do not enable it if num_stages is equal to 2. This is currently causing CUDA_ERROR_MISALIGNED_ADDRESS on kernels that have a broadcast consumer of input parameters.

PiperOrigin-RevId: 903117310",2026-04-21 10:20:38+00:00,59,Mohammed Anany,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"PR #41225: [xla:gpu] Delete dynamic slice commands

Imported from GitHub PR https://github.com/openxla/xla/pull/41225

In preparation to migrating to thunks and revamping DynamicSliceFusion delete defunct commands. They were never fully working and were never enabled by default and have serious compatibility problems with command buffer execution model.
Copybara import of the project:

--
b476b37b75d5f79b3dfc737bfa9b7ce7bee645de by Eugene Zhulenev <ezhulenev@openxla.org>:

[xla:gpu] Delete dynamic slice commands

Merging this change closes #41225

PiperOrigin-RevId: 903116955",2026-04-21 10:19:47+00:00,1,Eugene Zhulenev,tensorflow/tensorflow,17,2026,2026-17,4,0.296,Low Burnout
"[XLA:GPU] Update default Triton configs for A100.

PiperOrigin-RevId: 903107234",2026-04-21 09:59:02+00:00,28,Alexander Lyashuk,tensorflow/tensorflow,17,2026,2026-17,2,0.0,High Burnout
"[XLA:GPU] Minor improvements

1. Use std::gcd for unroll factors.
1. Update on-boarding md file

PiperOrigin-RevId: 903099054",2026-04-21 09:40:56+00:00,2,Vadym Doroshenko,tensorflow/tensorflow,17,2026,2026-17,1,0.3182,High Burnout
"Make sure we don't re-allocate a `scale` that is already the correct size (e.g. channel-wise quantization with `output_channels == 1`).

PiperOrigin-RevId: 903079042",2026-04-21 08:56:58+00:00,36,Pedro Gonnet,tensorflow/tensorflow,17,2026,2026-17,1,0.3182,High Burnout
"Create CLI tool to generate CUB scratch size data

PiperOrigin-RevId: 903078313",2026-04-21 08:55:35+00:00,1,Eusebio Durán Montaña,tensorflow/tensorflow,17,2026,2026-17,2,0.2732,High Burnout
"Cherry-pick https://github.com/triton-lang/triton/pull/10032 which reverts a change that causes a crash in getTMABlockShape

Added a minimal reproducer for our triton emitter as well in case this comes up again.

PiperOrigin-RevId: 903075268",2026-04-21 08:47:52+00:00,503,Tori Baker,tensorflow/tensorflow,17,2026,2026-17,2,-0.1531,High Burnout
"Add test to generate the CUB sort scratch size table data

Generates the raw data for the cub sort scratch size lookup table, for all combinations of the listed GPUs, and (key size, value size, and is_segmented).

This test will be run by a script (coming in the next CL), that will run this for the legacy, default, and experimental versions of CCCL, and aggregate all the data into the appropriate places.

PiperOrigin-RevId: 903069865",2026-04-21 08:35:41+00:00,417,Eusebio Durán Montaña,tensorflow/tensorflow,17,2026,2026-17,2,0.34,High Burnout
"PR #41055: Cross Host Data Transfers: Add CrossHostTransferBuffers; modify CrossHostSendBuffers to call into it

Imported from GitHub PR https://github.com/openxla/xla/pull/41055

📝 Summary of Changes
This PR builds on XLA #40919, and is the next in a sequence of PRs that will refactor cross-host data transfer implementations to eventually rely on a shared helper function CrossHostTransferBuffers. CrossHostTransferBuffers is planned to eventually be integrated into the PJRT APIs to enable receiving data into preallocated receive buffers (this feature is being planned in collaboration with @gspschmid, @emilyfertig, and @pschuh).

This PR implements `CrossHostTransferBuffers` as a helper function inside `StreamExecutorGpuClient`, and modifies `StreamExecutorGpuClient::CrossHostTransferBuffers` to call into it. This PR also ensures that if async dispatch is used (`PJRT_GPU_ENABLE_ASYNC_DISPATCH=1`), `CrossHostTransferBuffers` schedules transfers through the async_dispatch_thread to prevent deadlocks.

🎯 Justification
It is difficult to achieve good comm/compute overlap with cross-host data transfers as the current implementation always allocates receive-buffers 'just-in-time', and because the GPU memory allocator blocks on the compute stream. CrossHostTransferBuffers will enable users to receive into preallocated receive buffers, making it easier to avoid the allocator blocking issue. This PR introduces CrossHostTransferBuffers as a StreamExecutorGpuClient helper function; it will eventually be exposed through the PJRT APIs.

🚀 Kind of Contribution
♻️ Cleanup (eventually ✨ New Feature)

🧪 Unit Tests:
This PR only refactors the implementation of CrossHost{Send/Receive}Buffers, so the pre-existing unit tests for those methods already test this PR.

🧪 Execution Tests:
Verified that [these 4 correctness tests](https://gist.github.com/rao-ashish/24ac0df0cb18243c649ac535964b31b8) continue to pass.
Copybara import of the project:

--
bc870c8eb47ca8f927a842ceff6fd0e649025a7f by Ashish Rao <asrao@nvidia.com>:

Add CrossHostTransferBuffers; modify CrossHostSendBuffers to call into it

--
d45e24a8d939fb42f68100963468b3224a1b22e7 by Ashish Rao <asrao@nvidia.com>:

Keep local_device_status as absl::StatusOr

Merging this change closes #41055

PiperOrigin-RevId: 903068370",2026-04-21 08:32:16+00:00,109,Ashish Rao,tensorflow/tensorflow,17,2026,2026-17,1,0.7096,High Burnout
"PR #41131: [xla:gpu] Pass non-const collective cliques and memory to FFI

Imported from GitHub PR https://github.com/openxla/xla/pull/41131

FFI handlers need non-cost pointers to be able to call `Tie` API on them. This is compatible with how cliques and memory passed to regular thunks
Copybara import of the project:

--
058738a8763224710f1e9d2a9ca0f93ac132ed46 by Eugene Zhulenev <ezhulenev@openxla.org>:

[xla:gpu] Pass non-const collective cliques and memory to FFI

Merging this change closes #41131

PiperOrigin-RevId: 903048466",2026-04-21 07:42:29+00:00,4,Eugene Zhulenev,tensorflow/tensorflow,17,2026,2026-17,4,0.0,Low Burnout
"PR #41174: Limit GetSymbolicTileAnalysis to low-rank tensors

Imported from GitHub PR https://github.com/openxla/xla/pull/41174

Limits `GetSymbolicTileAnalysis` to tensors with small rank in the cpu backend's fusion emitter. Resolves #41173

Commit https://github.com/openxla/xla/commit/67f96462735fc3eb8433d394544aa23bfd8c7306 (https://github.com/openxla/xla/pull/36510) introduced a regression where compilation hangs and OOMs in workloads that work with high-rank tensors.

This issue was reported twice downstream in the jax repository:
* https://github.com/jax-ml/jax/issues/35646
* https://github.com/jax-ml/jax/issues/35958

🐛 Bug Fix, ⚡️ Performance Improvement,

# Jax Benchmark

Before: Hangs/OOM
After: <3s

```python
import os
os.environ[""CUDA_VISIBLE_DEVICES""] = """"

import numpy as np
import jax.numpy as jnp
import jax

rng = np.random.default_rng(42)
p_arrays = [rng.normal(size=(2, 2, 2)).astype(""float32"") for _ in range(10)]
h_arrays = [rng.normal(size=(2, 2, 2, 2)).astype(""float32"") for _ in range(10)]

p_arrays = [jnp.array(arr) for arr in p_arrays]
h_arrays = [jnp.array(arr) for arr in h_arrays]

def loss(p, h):
    x125661750437408 = jnp.tensordot(p[7], p[8], ((1,), (0,),))
    x125661750438656 = jnp.tensordot(x125661750437408, p[9], ((2,), (0,),))
    x125661750433664 = jnp.tensordot(p[5], p[6], ((1,), (0,),))
    x125661750441632 = jnp.tensordot(x125661750438656, x125661750433664, ((0,), (2,),))
    x125669778169216 = jnp.tensordot(p[1], p[2], ((1,), (0,),))
    x125661750440192 = jnp.tensordot(x125669778169216, p[0], ((0,), (1,),))
    x125661750438080 = jnp.tensordot(p[3], p[4], ((1,), (0,),))
    x125661750436160 = jnp.tensordot(x125661750440192, x125661750438080, ((1,), (0,),))
    x125661750438560 = jnp.tensordot(x125661750436160, x125661750441632, ((2, 5,), (2, 4,),))
    x125661750442496 = jnp.tensordot(h[1], h[2], ((1,), (0,),))
    x125661750442112 = jnp.tensordot(h[0], h[9], ((0,), (1,),))
    x125661750432800 = jnp.tensordot(x125661750442112, x125661750442496, ((0,), (0,),))
    x125661750432608 = jnp.tensordot(x125661750438560, x125661750432800, ((0, 1, 2, 7,), (5, 8, 0, 3,),))
    x125661750432992 = jnp.tensordot(h[7], h[8], ((1,), (0,),))
    x125661750432032 = jnp.tensordot(x125661750432608, x125661750432992, ((2, 3, 7,), (1, 4, 3,),))
    x125661750431072 = jnp.tensordot(h[5], h[6], ((1,), (0,),))
    x125661750432224 = jnp.tensordot(h[3], h[4], ((1,), (0,),))
    x125661750430496 = jnp.tensordot(x125661750432224, x125661750431072, ((3,), (0,),))
    x125661750430208 = jnp.tensordot(x125661750432032, x125661750430496, ((0, 1, 2, 3, 7, 9,), (1, 3, 5, 8, 0, 7,),))
    x125661750429536 = jnp.tensordot(p[5], p[6], ((1,), (0,),))
    x125661750429440 = jnp.tensordot(x125661750429536, p[4], ((0,), (1,),))
    x125661750429248 = jnp.tensordot(p[7], p[8], ((1,), (0,),))
    x125661750428576 = jnp.tensordot(x125661750429440, x125661750429248, ((1,), (0,),))
    x125661750429056 = jnp.tensordot(x125661750430208, x125661750428576, ((4, 5, 7, 8, 9,), (4, 6, 3, 0, 1,),))
    x125661750428960 = jnp.tensordot(x125661750429056, p[9], ((1, 6,), (2, 0,),))
    x125661750428288 = jnp.tensordot(x125661750428960, p[0], ((0, 5,), (2, 0,),))
    x125661750428192 = jnp.tensordot(x125661750428288, p[1], ((0, 4,), (2, 0,),))
    x125661750428096 = jnp.tensordot(x125661750428192, p[2], ((0, 3,), (2, 0,),))
    x125661750428000 = jnp.tensordot(x125661750428096, p[3], ((0, 1, 2,), (2, 1, 0,),))
    return x125661750428000

loss(p_arrays, h_arrays)
```
Copybara import of the project:

--
68cc157a35357f6efbed7e4706f72b648af5025a by Sam Ezeh <sam.z.ezeh@gmail.com>:

Limit GetSymbolicTileAnalysis to low-rank tensors

Merging this change closes #41174

PiperOrigin-RevId: 903046591",2026-04-21 07:36:55+00:00,17,Sam Ezeh,tensorflow/tensorflow,17,2026,2026-17,1,0.8074,High Burnout
"Enable layering_check in XLA builds.

This change enables the layering_check feature in XLA's Bazel builds whenever the hermetic toolchain is used.

PiperOrigin-RevId: 903045396",2026-04-21 07:33:19+00:00,86,Henning Becker,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 903045365",2026-04-21 07:33:14+00:00,2,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 903037720",2026-04-21 07:11:37+00:00,2,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902984382",2026-04-21 04:50:46+00:00,2,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902976515",2026-04-21 04:25:49+00:00,17,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902964991",2026-04-21 03:50:39+00:00,0,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902963256",2026-04-21 03:45:40+00:00,1,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Automated Code Change

PiperOrigin-RevId: 902958117",2026-04-21 03:31:28+00:00,1,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Remove redundant A - A => 0 rule

This pattern is already checked by the first rule in `HandleSubtract`.

This is also very bug prone, because other rewrite rules in this function modify lhs and rhs. If they happen to map to the same value, this rule gets hit incorrectly.

PiperOrigin-RevId: 902924031",2026-04-21 01:38:29+00:00,0,Dillon Sharlet,tensorflow/tensorflow,17,2026,2026-17,3,0.34,Low Burnout
"Add axis count check in Mean op.

Current MeanParams axis is a fixed array of size 4, adding size checks here to preventing out-of-bounds access to the op_params->axis array.

PiperOrigin-RevId: 902913530",2026-04-21 01:04:09+00:00,17,Lynne Jiang,tensorflow/tensorflow,17,2026,2026-17,1,-0.0258,High Burnout
"[IFRT IR] Keep delete_options and device_list for IFRT IR programs

PiperOrigin-RevId: 902910984",2026-04-21 00:56:21+00:00,24,Ionel Gog,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"[XLA] Improve conditional code motion for broadcasts to avoid performance and memory issues.
- In `conditional_code_motion.cc`, avoid hoisting a `kBroadcast` operation out of a conditional if its operand is not identical across all branches. This prevents separating the broadcast from its producer, which would inhibit fusion.
- Also avoid moving a `kBroadcast` operation into conditional branches as a user of the conditional. This prevents returning a larger broadcasted tensor from the conditional and separating it from its users outside.
- Changed `WorthHoisting` signature to take `Boundary` to enable checking operands across branches.
- Added test cases in `conditional_code_motion_test.cc` to verify both behaviors.

PiperOrigin-RevId: 902900614",2026-04-21 00:25:55+00:00,94,Blake Hechtman,tensorflow/tensorflow,17,2026,2026-17,1,-0.5719,High Burnout
"Make LLVMCompiler hooks private and thread-safe

Changed optimization hooks in LLVMCompiler to private members, providing
protected methods for invocation.

Since it's only used for tests, added mutex to avoid synchronization in the callbacks.

This improves encapsulation and prevents race conditions when we implement multi thread compilation.

PiperOrigin-RevId: 902897639",2026-04-21 00:16:42+00:00,52,Maxim Ermilov,tensorflow/tensorflow,17,2026,2026-17,3,0.7506,Low Burnout
"PR #41176: [ROCm] Fix gpu_compiler_test by relaxing an fp8 support check

Imported from GitHub PR https://github.com/openxla/xla/pull/41176

Fixes gpu_compiler_test which broke on some ROCm devices after https://github.com/openxla/xla/commit/e742f5b857072ecbcebb82839bfc5e3d684cc21e.

Chooses correct FileCheck pattern in `FloatNormalizationTest.Fp8Normalization` on devices without OCP fp8 support. With Triton enabled we check for a Triton fusion on all devices.
Copybara import of the project:

--
5c59fa680c203a72824f29aca2d33c101ac09790 by Eetu Sjöblom <eetu.sjoblom@amd.com>:

relax ocp fp8 support check

Merging this change closes #41176

PiperOrigin-RevId: 902885278",2026-04-20 23:46:30+00:00,1,Eetu Sjöblom,tensorflow/tensorflow,17,2026,2026-17,1,0.886,High Burnout
"[XLA:CPU] Add regression test for tensordot OOM

This test reproduces an OOM error when compiling high-rank tensordot operations.
Currently marked manual and notap.
Reference: https://github.com/openxla/xla/pull/41174
PiperOrigin-RevId: 902884931",2026-04-20 23:45:41+00:00,120,Sean Talts,tensorflow/tensorflow,17,2026,2026-17,2,-0.4019,High Burnout
"Extend IfrtRestoreVariable lowering to handle variable copies.

PiperOrigin-RevId: 902883424",2026-04-20 23:41:52+00:00,457,Shawn Lu,tensorflow/tensorflow,17,2026,2026-17,1,-0.0772,High Burnout
"[XLA][Partitioner][Bug-Fix] Fix empty axis_refs crash in MeshAxesReplicaGroupList.

PiperOrigin-RevId: 902860967",2026-04-20 22:49:36+00:00,3,Bill Varcho,tensorflow/tensorflow,17,2026,2026-17,3,-0.5423,Low Burnout
"Support XLA metadata propagation for a common TF compilation code path

PiperOrigin-RevId: 902857973",2026-04-20 22:43:31+00:00,185,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.4019,Low Burnout
"Update hermetic Python references to @rules_ml_toolchain

Replace legacy labels //third_party/py and @xla//third_party/py with @rules_ml_toolchain//py/* for files affected by Python migration.

All essential C++, Python, CUDA, and SYCL (oneAPI) toolchains have been consolidated into rules_ml_toolchain. This repository now includes dedicated tests to ensure early bug detection whenever toolchain changes occur.

To ensure backward compatibility, logic in specific @xla//third_party/py files has been replaced with stubs. This allows dependent projects to transition to the new files gradually without breaking. Additionally, the initialization of rules_python and related repositories (including necessary patches) will remain within XLA. This is because MODULE.bazel initialization must rely strictly on local repository files and cannot utilize remote resources.

PiperOrigin-RevId: 902846626",2026-04-20 22:18:38+00:00,16,Yurii Topin,tensorflow/tensorflow,17,2026,2026-17,1,0.765,High Burnout
"[XLA] Support instructions with multiple operands in HostOffloader.

PiperOrigin-RevId: 902833687",2026-04-20 21:48:38+00:00,190,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.4019,Low Burnout
"create SingleDeviceSharding when possible

Reverts b1dea1ff145e6c7041279eaf8fc6d47209477345

PiperOrigin-RevId: 902827544",2026-04-20 21:35:05+00:00,10,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.2732,Low Burnout
"Move jobs to run on self-hosted CPU runner.

PiperOrigin-RevId: 902807639",2026-04-20 20:53:10+00:00,18,Jialei Chen,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"Fix a dangling pointer bug in FindAndWrapOffloadedComputations.

PiperOrigin-RevId: 902791778",2026-04-20 20:19:31+00:00,25,Patrick C. Toulme,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"Roll forward with a fix

The culprit of the rollback was fixed in https://github.com/llvm/llvm-project/pull/191942. Setting the desired version to the one before use-list ordering to work around the issue until the fix is picked up.

Reverts e36fb42326d5af0b9a0e1966ae1e6c5cd375fb82

PiperOrigin-RevId: 902788880",2026-04-20 20:13:03+00:00,41,Junwhan Ahn,tensorflow/tensorflow,17,2026,2026-17,1,0.2732,High Burnout
"Fixed memory allocation in while_op_test

PiperOrigin-RevId: 902774646",2026-04-20 19:43:22+00:00,31,Dmitri Latushko,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"[QwixOdmlQuantizationBoundary] Fix MLIR assertion failure and metadata leakage in U-Net quantization.

This change stabilizes the Qwix ODML quantization pipeline by enforcing strict boundaries between quantized and floating-point regions.

Key changes:
- Refactored metadata isolation in odml_ops.py by introducing `_copy_for_isolation` to explicitly copy arrays and port structural metadata, preventing rule leakage across shared branches.
- Hardened `_maybe_fake_quant` to explicitly handle non-weight tensors (activations and constants) and clarified activation rule sharing for constants.
- Added detailed inline comments mapping valid input combinations and guarantees for operation inputs.
- Enforced that rule is None or rule.act_qtype is None in `_maybe_fake_quant` implies full precision (FP), returning a copy to avoid sharing metadata.
- Updated FinalOutput to preserve intended delayed quantization behavior for model outputs.

PiperOrigin-RevId: 902774410",2026-04-20 19:42:57+00:00,30,Jiwon Shin,tensorflow/tensorflow,17,2026,2026-17,1,-0.296,High Burnout
"Optimize MultiOutputFusion reachability updates.

The reachability update after a multi_output_fusion now only updates instructions that are both
(a) users of the newly fused instructions; and
(b) potential fusion candidates themselves.
This is faster than the previous code that updated the reachability for all potential fusion candidates.

A hash set of visited nodes is maintained to avoid duplication in the graph descent of the users of the newly fused instructions.

PiperOrigin-RevId: 902773596",2026-04-20 19:41:16+00:00,44,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.25,Low Burnout
"Add z-scoring benchmark to norm_benchmark_test

PiperOrigin-RevId: 902765361",2026-04-20 19:25:28+00:00,101,Dillon Sharlet,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"[XLA:GPU] Print tiled parameters correctly.

PiperOrigin-RevId: 902742413",2026-04-20 18:37:19+00:00,34,Alexander Belyaev,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"Use sharded queue in slinky_threadpool

PiperOrigin-RevId: 902714008",2026-04-20 17:42:18+00:00,72,Alexander Shaposhnikov,tensorflow/tensorflow,17,2026,2026-17,2,0.0,High Burnout
"[XLA:GPU] emit reduce

only reduces with a single tile are supported for now - but they are default at the moment and needed for softmax.

PiperOrigin-RevId: 902713040",2026-04-20 17:40:31+00:00,261,Mikhail Goncharov,tensorflow/tensorflow,17,2026,2026-17,1,0.1655,High Burnout
"Make failure log more informative

PiperOrigin-RevId: 902681072",2026-04-20 16:39:19+00:00,2,Abhinav Gunjal,tensorflow/tensorflow,17,2026,2026-17,1,-0.5106,High Burnout
"[XLA:GPU] Fix CSE during tiling.

The operands should not be a part of the hash when tiling.

Also the AssignTileSizes was not called in the tiled_hlo_test.

PiperOrigin-RevId: 902678467",2026-04-20 16:33:49+00:00,157,Alexander Belyaev,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"fix sorting.hlo test

hlo_opt tests supports multiple tests with in single hlo files, separated by // ----.

CHECK-LABEL directive is used to advance begining of the region and to say FileChecker to ignore text before match for following checks.

Each hlo test in multi test file should start with CHECK-LABEL.
Otherwise it matches code from previous CHECK-LABEL(i.e. previous module).

Multi threaded compiler is more sensitive to such issues, because functions can be in different order with in a module.

PiperOrigin-RevId: 902673748",2026-04-20 16:23:30+00:00,3,Maxim Ermilov,tensorflow/tensorflow,17,2026,2026-17,3,0.0,Low Burnout
"Rollback of PR #40920
The reason metadata updates happen inside the inliner is that in case a function has multiple call-sites (i.e. the graph isn't flattened), we need to update the inlined code based on the context into which it's inlined.

I'm not sure what the right solution is for non-inlineable calls. If there's a single callsite then we could do something like this only for them, but if that can't be guaranteed, then I think this should be the consumer's responsibility.

Reverts b7e5d15dfac4ed1d5267ae846ebd4faed52a6114

PiperOrigin-RevId: 902657792",2026-04-20 15:45:53+00:00,279,Michael Kuperstein,tensorflow/tensorflow,17,2026,2026-17,2,0.2309,High Burnout
"[XLA:GPU] Emit bitcast with the same logic as tiling, i.e., transpose, reshape, trt.

PiperOrigin-RevId: 902616033",2026-04-20 14:01:34+00:00,87,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"[XLA] Treat computations with a different number of parameters as different.

There are cases where the API of the called computation matters, even if they logically compute the same values and ignore some of the inputs.

PiperOrigin-RevId: 902615427",2026-04-20 13:59:58+00:00,73,Dimitar (Mitko) Asenov,tensorflow/tensorflow,17,2026,2026-17,1,0.5106,High Burnout
"[XLA:CPU] Add FAST_COMPILE tests to CI using test_cpu_fast_compile argument.

This CL modifies xla_test macro to support test_cpu_fast_compile argument, which automatically generates a duplicate test with FAST_COMPILE enabled.
It also updates tests/BUILD and service/cpu/BUILD to use this argument instead of duplicating targets manually.

PiperOrigin-RevId: 902604469",2026-04-20 13:28:53+00:00,50,Sean Talts,tensorflow/tensorflow,17,2026,2026-17,2,-0.5859,High Burnout
"Remove AffineMap serialization/printing from indexing_map_serialization

This change fully migrates the serialization and printing logic in `indexing_map_serialization` to use `SymbolicExpr` and `SymbolicMap` instead of `mlir::AffineExpr` and `mlir::AffineMap`. The deprecated functions for handling `AffineExpr` and `AffineMap` are removed. The parsing of indexing map expressions now uses `ParseSymbolicExprAndAdvance` for each expression string.

- We also added a new utility method (ParseSymbolicExprs) to Parse in symbolic_map_serialization.
- We need to register SymbolicExprStorage() in a new place. At some point I will try to simplify that requirement. I have a pending CL but I won't prioritize it for now.

PiperOrigin-RevId: 902595909",2026-04-20 13:06:19+00:00,113,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,0.0,Low Burnout
"Move constants to the right when canonicalize a chain of products

Adds a rule to SymbolicExpr::Mul to reorder expressions of the form (X * C) * Y to (X * Y) * C, ensuring constants are grouped on the right side of multiplications during canonicalization.

Without this, migrating indexing_map_serialization was making tests:canonicalize.mlir.test test to fail.

PiperOrigin-RevId: 902589461",2026-04-20 12:48:58+00:00,9,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,-0.34,Low Burnout
"Add missing minus parsing to SymbolicExpr serializer

We want to use SymbolicMapSerializer inside IndexingMapSerialization to clean up that file. So here we are adding a missing minus operator inside parsing.

PiperOrigin-RevId: 902580489",2026-04-20 12:22:16+00:00,16,A. Unique TensorFlower,tensorflow/tensorflow,17,2026,2026-17,38,-0.1027,Low Burnout
"Delete a comment that was mis-introduced from a previous change.

PiperOrigin-RevId: 902576621",2026-04-20 12:09:59+00:00,0,Hana Joo,tensorflow/tensorflow,17,2026,2026-17,1,0.0,High Burnout
"PR #40702: [ROCm] Label FP8 fast accumulation as supported on ROCm 7

Imported from GitHub PR https://github.com/openxla/xla/pull/40702

📝 Summary of Changes
Set is_algorithm_supported to true since FP8 fast accumulation is supported on ROCm 7.

🎯 Justification
HLOs in test cases `dot_any_f8_any_f8_f32_fast_accum_with_lhs_f8e4m3fn_rhs_f8e4m3fn_output_f8e5m2_from_cc_8_9_rocm_63_no_restriction_*` run successfully on ROCm 7, so label them as supported. Requirement of minimum ROCm version with FP8 fast accumulation support should be 6.3.

🚀 Kind of Contribution
🐛 Bug Fix
Copybara import of the project:

--
704ceab3df0d9f5733ec6c02afa7adc9785a236f by Jian Li <Jian.Li@amd.com>:

[ROCm] Label FP8 fast accumulation as supported on ROCm 7

Set is_algorithm_supported to true since FP8 fast accumulation is
supported on ROCm 7.

--
d5c6071a9a67694eba992bce4fd37590404a7ab9 by Jian Li <Jian.Li@amd.com>:

Address Review: Keep the change ROCm only

Merging this change closes #40702

PiperOrigin-RevId: 902572707",2026-04-20 11:59:23+00:00,11,Jian Li,tensorflow/tensorflow,17,2026,2026-17,1,0.9638,High Burnout
"[xla_compile] Various fixes to xla_compile:
* propagate `use_attached_device` option to the AOT case.
* pass `stream_executor` to `CompileAheadOfTime` to allow autotuning on device during compilation.
* set `num_replicas` and `num_partitions` in hlo_config

This is required for running benchmarks on device in AOT mode.

PiperOrigin-RevId: 902572514",2026-04-20 11:58:49+00:00,39,Aliia Khasanova,tensorflow/tensorflow,17,2026,2026-17,3,0.2263,Low Burnout
